martial,housing,loan,duration,poutcome,y
divorced,yes,yes,298,unknown,no
divorced,yes,no,230,unknown,no
married,yes,no,235,failure,no
married,yes,yes,1091,failure,no
single,yes,no,204,failure,no
married,yes,no,148,unknown,no
married,yes,no,57,unknown,no
married,yes,no,1203,failure,yes
married,yes,no,579,unknown,no
married,yes,no,309,other,no
single,yes,yes,219,unknown,no
married,yes,no,43,failure,no
married,yes,no,610,failure,no
single,yes,no,479,unknown,no
single,yes,no,494,unknown,no
divorced,no,no,590,failure,no
single,yes,no,194,unknown,no
married,yes,yes,225,unknown,no
married,yes,no,322,success,no
divorced,yes,no,475,failure,yes
single,yes,no,945,success,no
married,yes,no,272,unknown,no
divorced,yes,yes,185,unknown,no
married,yes,no,254,unknown,no
married,no,no,61,unknown,no
single,no,no,112,unknown,no
married,yes,yes,332,failure,no
married,yes,no,916,unknown,no
married,yes,no,551,failure,no
single,yes,no,583,failure,yes
married,yes,no,90,unknown,no
single,no,no,156,unknown,no
married,no,no,172,unknown,no
single,no,no,158,unknown,yes
married,yes,no,232,unknown,no
married,yes,no,1859,unknown,no
single,yes,no,271,failure,no
single,yes,no,86,unknown,no
single,yes,no,437,unknown,no
married,no,no,211,failure,no
single,no,no,97,unknown,no
single,yes,no,104,failure,no
married,no,no,180,unknown,yes
married,yes,yes,294,failure,no
married,yes,no,173,unknown,no
single,yes,no,129,unknown,no
married,yes,no,197,unknown,no
single,no,no,139,other,no
married,yes,no,139,unknown,no
married,yes,no,150,failure,no
married,no,no,190,unknown,no
married,yes,no,399,unknown,no
married,yes,no,216,unknown,no
married,no,yes,635,unknown,yes
single,yes,no,1108,failure,no
married,yes,no,122,failure,no
married,yes,no,371,failure,no
married,yes,yes,230,unknown,no
married,yes,no,41,unknown,no
married,yes,no,1063,unknown,yes
single,yes,yes,272,other,no
single,yes,no,223,unknown,no
married,yes,yes,377,failure,no
married,yes,no,1353,success,yes
single,yes,yes,740,unknown,yes
single,no,no,1138,failure,yes
married,yes,no,471,other,no
married,yes,no,357,failure,no
married,yes,no,165,unknown,no
married,yes,no,276,unknown,no
single,yes,yes,342,failure,no
single,yes,no,125,failure,no
divorced,yes,no,143,failure,no
married,yes,no,583,other,no
married,no,no,72,unknown,no
single,no,no,465,unknown,yes
divorced,yes,no,163,unknown,no
married,no,no,43,unknown,no
married,no,no,60,unknown,no
married,no,no,355,unknown,no
single,no,no,148,unknown,yes
married,yes,no,226,unknown,no
single,no,no,104,unknown,no
single,yes,no,1096,unknown,no
divorced,yes,yes,837,other,no
married,yes,no,157,other,no
married,yes,no,327,failure,no
single,yes,yes,208,unknown,no
married,yes,no,91,failure,no
married,yes,no,381,failure,no
single,yes,no,183,failure,no
married,yes,no,194,unknown,no
married,yes,no,103,unknown,no
married,yes,no,424,failure,no
single,yes,no,479,unknown,no
single,no,no,354,unknown,no
single,yes,no,345,other,no
single,yes,no,329,failure,no
divorced,yes,yes,210,failure,no
single,yes,no,226,unknown,no
married,yes,yes,389,other,no
married,yes,no,197,unknown,no
single,yes,no,196,unknown,no
married,yes,no,226,unknown,no
married,yes,no,254,unknown,no
married,no,no,721,unknown,yes
married,yes,no,293,failure,no
married,yes,no,366,unknown,no
married,yes,no,208,failure,no
married,yes,no,274,unknown,no
married,yes,no,189,unknown,no
divorced,no,no,411,unknown,no
single,yes,no,89,other,no
married,yes,no,157,failure,no
married,yes,no,413,unknown,no
single,no,no,299,unknown,yes
single,yes,no,272,unknown,no
married,no,no,615,failure,no
divorced,yes,no,436,failure,no
single,yes,no,255,unknown,no
married,yes,no,93,failure,no
single,no,no,49,unknown,no
married,no,no,44,unknown,no
single,yes,no,620,success,no
married,yes,no,271,failure,no
divorced,yes,no,99,other,no
married,no,yes,83,unknown,no
married,yes,no,139,other,no
married,yes,no,311,failure,no
married,yes,no,1063,unknown,no
single,yes,no,263,failure,no
single,yes,no,58,failure,no
married,yes,yes,487,unknown,no
single,yes,no,304,unknown,no
single,no,no,66,failure,no
divorced,yes,yes,253,failure,no
married,yes,no,15,failure,no
married,yes,no,145,unknown,no
divorced,yes,no,244,failure,no
married,yes,no,310,unknown,no
single,no,no,98,unknown,no
single,no,yes,104,unknown,yes
single,no,no,88,other,no
divorced,yes,yes,1,unknown,no
married,yes,no,158,unknown,no
married,yes,no,185,failure,no
married,yes,no,542,failure,no
single,yes,no,265,unknown,no
single,yes,no,562,unknown,no
married,yes,no,895,unknown,yes
single,no,no,277,unknown,no
married,yes,no,239,unknown,no
married,yes,yes,235,unknown,no
married,yes,no,221,other,no
married,yes,no,353,unknown,no
married,no,no,736,unknown,no
divorced,yes,no,725,unknown,no
married,yes,no,581,unknown,no
married,no,no,163,unknown,no
married,yes,no,325,unknown,no
single,yes,no,594,failure,no
married,no,no,327,unknown,yes
married,yes,no,98,unknown,no
married,no,no,149,unknown,no
married,yes,yes,519,unknown,no
married,yes,no,169,failure,no
married,no,no,98,failure,no
single,yes,no,952,other,yes
single,yes,no,903,unknown,yes
married,yes,no,58,unknown,no
married,yes,yes,59,unknown,no
married,yes,no,123,unknown,no
single,yes,no,95,unknown,no
married,yes,no,97,unknown,no
married,no,no,523,unknown,yes
married,yes,no,268,unknown,no
married,yes,no,182,failure,no
married,yes,yes,72,unknown,no
married,yes,no,65,unknown,no
single,no,no,335,unknown,no
single,yes,no,376,failure,no
single,yes,no,2129,failure,no
married,yes,no,462,unknown,no
married,no,no,1134,unknown,yes
married,yes,no,213,unknown,no
married,yes,no,179,failure,no
married,yes,no,284,failure,no
married,yes,no,1032,failure,yes
divorced,yes,no,241,unknown,no
single,yes,no,420,failure,no
married,yes,no,291,failure,no
married,no,no,393,other,no
married,yes,no,150,failure,yes
divorced,no,no,236,unknown,yes
married,no,no,281,success,no
married,no,no,101,unknown,no
married,yes,yes,120,failure,no
single,no,no,125,unknown,no
married,no,no,185,unknown,no
married,yes,yes,426,unknown,no
married,yes,no,261,unknown,no
married,yes,no,233,unknown,no
married,no,no,245,unknown,yes
married,yes,no,67,unknown,no
married,yes,no,663,unknown,no
single,no,no,114,unknown,yes
single,no,no,83,unknown,no
single,no,no,195,unknown,no
married,yes,no,139,unknown,no
married,yes,no,180,unknown,no
single,no,no,321,unknown,yes
married,yes,no,34,unknown,no
married,yes,yes,375,unknown,no
single,yes,yes,201,unknown,no
married,no,no,209,unknown,yes
married,no,no,167,unknown,no
single,yes,no,425,failure,no
married,no,no,58,unknown,no
married,yes,no,518,failure,no
married,no,no,74,unknown,no
married,yes,no,119,unknown,no
married,no,no,250,unknown,no
single,yes,no,1190,other,yes
single,yes,yes,110,unknown,no
married,yes,yes,201,unknown,no
married,yes,no,405,unknown,no
single,yes,yes,84,unknown,no
married,yes,yes,229,failure,no
single,yes,no,188,unknown,no
single,no,no,216,unknown,no
married,yes,yes,180,failure,no
married,yes,yes,326,unknown,no
married,yes,no,174,unknown,no
married,yes,no,249,unknown,no
single,no,no,104,unknown,yes
married,yes,no,169,failure,no
married,yes,no,101,unknown,no
single,no,no,108,unknown,yes
married,yes,no,46,unknown,no
married,yes,no,303,failure,no
single,no,no,143,unknown,yes
married,no,no,179,unknown,no
single,yes,no,105,other,yes
married,yes,no,274,unknown,yes
married,yes,no,690,unknown,no
single,yes,no,281,unknown,no
single,yes,no,575,unknown,yes
married,yes,no,764,unknown,no
single,yes,no,93,unknown,no
married,yes,no,1665,unknown,yes
married,yes,no,213,other,no
married,yes,no,171,failure,no
single,no,no,548,unknown,yes
single,yes,no,1691,failure,yes
married,yes,no,280,unknown,no
single,no,yes,142,unknown,yes
married,yes,no,78,other,no
single,yes,no,417,failure,no
married,yes,no,902,unknown,no
married,no,no,350,unknown,yes
married,yes,no,101,unknown,no
single,no,no,124,unknown,no
divorced,no,no,162,failure,no
married,yes,no,286,failure,no
married,yes,no,68,failure,no
married,yes,no,435,failure,no
married,yes,no,312,unknown,no
married,yes,no,40,unknown,no
single,yes,no,820,unknown,no
divorced,yes,no,528,unknown,no
married,yes,no,105,failure,no
single,yes,no,743,unknown,yes
married,yes,no,89,failure,no
single,no,no,125,unknown,no
married,yes,no,592,failure,yes
single,no,no,125,unknown,no
married,yes,no,207,unknown,no
married,yes,yes,150,other,no
married,no,no,394,unknown,yes
married,yes,no,85,other,no
single,yes,no,448,failure,yes
divorced,yes,yes,220,failure,no
married,yes,no,113,unknown,no
married,yes,no,226,unknown,no
married,yes,no,241,failure,no
married,yes,no,141,failure,no
married,yes,no,730,unknown,no
married,yes,no,765,unknown,no
married,no,no,311,failure,no
single,no,no,527,unknown,yes
married,no,no,126,unknown,no
married,yes,yes,260,unknown,no
married,no,no,304,unknown,no
single,yes,no,161,other,no
married,yes,no,236,failure,no
married,yes,yes,272,failure,no
married,yes,no,259,failure,no
married,yes,no,278,unknown,no
married,yes,no,139,unknown,no
married,no,no,429,unknown,no
married,no,no,230,other,no
married,yes,no,348,failure,no
single,yes,yes,96,other,no
married,no,no,109,failure,no
married,no,no,159,unknown,no
divorced,no,yes,104,unknown,no
married,yes,no,214,unknown,yes
married,no,no,184,unknown,no
married,yes,no,331,failure,yes
divorced,yes,no,191,unknown,no
married,yes,yes,353,success,no
married,no,no,188,unknown,no
single,yes,no,169,unknown,no
married,yes,no,62,failure,no
divorced,yes,no,466,failure,no
married,yes,no,290,failure,no
married,no,no,327,failure,no
married,no,no,179,unknown,yes
married,yes,yes,464,unknown,no
single,yes,no,221,failure,no
divorced,yes,no,494,unknown,no
married,no,no,504,unknown,no
divorced,no,no,233,unknown,yes
single,no,no,245,unknown,yes
single,yes,no,132,unknown,no
married,no,no,106,unknown,no
married,yes,no,339,unknown,no
single,no,no,152,unknown,yes
married,yes,no,268,failure,no
single,no,no,98,unknown,no
single,yes,no,121,other,no
single,yes,no,337,unknown,no
single,yes,yes,133,unknown,no
married,yes,no,90,unknown,no
married,yes,no,385,failure,no
married,yes,no,543,failure,no
single,yes,no,345,failure,no
married,yes,no,317,unknown,yes
married,yes,no,208,failure,no
single,yes,no,175,unknown,no
married,yes,no,627,failure,no
married,yes,no,233,unknown,no
divorced,yes,no,1042,other,yes
single,yes,no,490,unknown,no
divorced,yes,no,240,unknown,no
married,yes,no,275,failure,no
married,yes,no,265,failure,no
married,yes,no,236,failure,no
married,no,no,244,unknown,no
married,yes,no,160,unknown,no
married,yes,yes,84,unknown,no
married,yes,no,101,unknown,no
married,yes,no,179,unknown,no
married,yes,no,297,unknown,no
married,yes,no,537,unknown,no
married,yes,yes,299,unknown,no
married,yes,no,137,other,no
married,yes,no,444,failure,no
married,yes,no,348,failure,yes
single,yes,no,342,unknown,no
married,yes,no,186,failure,no
married,yes,yes,495,unknown,no
married,yes,yes,185,unknown,no
single,yes,no,1036,unknown,yes
married,yes,no,81,failure,no
married,yes,yes,1091,unknown,yes
divorced,yes,no,681,unknown,no
divorced,yes,no,1006,unknown,yes
divorced,yes,no,157,unknown,no
single,yes,no,754,failure,no
married,yes,yes,123,failure,no
single,yes,no,470,failure,no
married,yes,no,201,failure,no
married,yes,no,542,other,no
divorced,yes,no,363,failure,no
single,yes,no,686,unknown,no
married,yes,no,136,failure,no
married,yes,yes,333,unknown,no
married,yes,no,217,failure,no
married,yes,no,166,failure,no
married,yes,yes,520,failure,no
married,yes,no,478,unknown,no
single,no,no,294,unknown,no
married,yes,no,664,unknown,no
divorced,yes,no,421,unknown,no
married,yes,no,120,failure,no
married,yes,no,263,unknown,no
married,yes,no,215,unknown,no
married,yes,no,384,unknown,yes
divorced,yes,no,230,unknown,no
single,yes,yes,407,unknown,yes
single,yes,no,709,unknown,yes
married,yes,no,231,unknown,no
married,yes,no,455,unknown,no
married,yes,no,251,unknown,no
married,yes,no,128,unknown,no
divorced,yes,no,199,failure,no
divorced,yes,no,238,unknown,no
married,no,no,222,unknown,no
single,no,no,1022,unknown,yes
married,yes,no,119,failure,no
married,yes,no,151,unknown,no
single,yes,no,1058,failure,no
divorced,yes,no,1101,unknown,yes
single,yes,no,187,unknown,no
married,yes,no,211,unknown,no
single,yes,no,239,unknown,no
single,no,no,81,unknown,no
single,yes,no,1232,other,yes
married,yes,no,158,unknown,no
married,yes,no,173,unknown,no
married,yes,no,119,unknown,no
married,no,no,563,unknown,no
married,no,no,142,unknown,no
married,yes,no,283,unknown,no
divorced,yes,no,129,unknown,no
married,no,no,86,unknown,no
single,no,no,259,unknown,no
married,yes,no,82,unknown,no
married,yes,no,565,unknown,no
married,yes,no,251,unknown,no
single,yes,no,262,unknown,no
single,yes,no,401,unknown,no
married,yes,no,269,failure,no
married,yes,no,356,failure,no
single,yes,no,283,unknown,no
married,yes,no,342,unknown,yes
married,no,no,427,failure,no
married,no,no,255,unknown,no
single,yes,no,110,failure,no
married,no,no,461,unknown,yes
married,yes,no,535,failure,yes
married,yes,no,145,unknown,no
single,yes,no,111,failure,no
married,yes,no,266,unknown,no
married,no,no,118,unknown,no
married,yes,no,391,unknown,no
single,yes,no,1126,failure,no
single,no,no,142,unknown,yes
married,yes,no,855,unknown,no
single,yes,no,344,failure,yes
single,no,no,125,unknown,yes
married,yes,yes,850,unknown,yes
married,yes,no,85,failure,no
married,no,no,441,unknown,no
married,yes,no,104,failure,no
married,yes,no,179,other,no
single,yes,no,114,unknown,no
divorced,yes,no,114,unknown,no
single,yes,no,1073,unknown,yes
married,yes,no,553,other,no
married,no,no,226,unknown,no
married,no,no,94,other,no
divorced,no,no,1594,failure,yes
married,no,no,450,unknown,yes
married,yes,no,114,unknown,no
married,yes,no,461,failure,no
married,yes,no,297,unknown,no
married,no,no,505,unknown,yes
single,no,no,163,unknown,no
married,yes,no,163,failure,no
divorced,yes,no,133,unknown,yes
single,no,no,184,unknown,yes
married,no,no,168,unknown,yes
single,yes,no,314,unknown,no
married,no,no,72,unknown,no
single,no,no,178,unknown,no
divorced,no,no,232,unknown,no
married,no,no,324,unknown,yes
married,yes,no,252,unknown,no
single,yes,no,584,unknown,no
divorced,no,no,161,unknown,yes
married,no,no,496,unknown,yes
single,yes,no,232,failure,no
married,yes,no,332,unknown,no
married,no,no,111,unknown,yes
married,yes,yes,308,unknown,no
divorced,no,no,129,unknown,no
single,yes,no,247,unknown,no
single,no,no,107,unknown,yes
married,yes,no,424,failure,no
single,yes,no,259,failure,no
married,yes,no,258,unknown,no
married,no,no,216,unknown,yes
married,yes,no,493,unknown,no
married,no,no,115,unknown,no
married,yes,yes,104,unknown,no
married,no,no,119,failure,no
married,yes,no,706,unknown,no
single,yes,no,44,unknown,no
married,no,yes,101,unknown,no
single,no,no,207,unknown,yes
married,no,no,300,unknown,yes
divorced,no,no,422,unknown,no
married,no,no,61,unknown,no
single,no,no,108,unknown,no
married,yes,no,427,unknown,no
divorced,yes,no,225,failure,no
single,yes,no,608,unknown,no
married,yes,no,189,unknown,no
married,yes,no,201,failure,no
divorced,yes,no,61,unknown,no
married,no,no,223,unknown,yes
married,yes,no,238,failure,no
married,no,no,431,unknown,no
married,yes,no,226,unknown,no
married,yes,no,1372,unknown,no
married,yes,no,343,failure,no
married,no,no,141,unknown,no
married,yes,no,165,failure,yes
married,yes,no,139,unknown,no
married,yes,no,332,unknown,no
married,yes,yes,87,unknown,no
divorced,no,no,82,unknown,yes
married,yes,no,903,failure,yes
married,yes,no,282,unknown,yes
divorced,yes,no,389,failure,no
single,yes,no,636,failure,yes
married,yes,yes,651,unknown,no
single,no,no,692,unknown,no
married,no,no,179,unknown,yes
single,yes,no,217,unknown,no
married,yes,no,253,unknown,no
married,yes,yes,139,unknown,no
single,yes,no,417,unknown,no
married,yes,no,154,unknown,no
married,yes,no,115,failure,no
single,yes,no,601,unknown,no
single,yes,yes,169,failure,no
married,yes,no,44,unknown,no
married,yes,no,349,unknown,no
married,yes,no,225,unknown,no
married,yes,no,103,unknown,no
divorced,yes,yes,75,failure,no
married,yes,yes,251,unknown,no
married,no,no,609,unknown,no
married,no,no,134,unknown,no
married,yes,yes,301,failure,no
married,no,no,166,unknown,no
divorced,yes,no,177,unknown,no
married,yes,yes,126,failure,no
married,yes,no,56,failure,no
married,no,no,85,unknown,no
single,yes,yes,149,other,no
married,no,no,110,unknown,yes
married,no,no,187,unknown,no
married,yes,no,114,unknown,no
married,yes,no,1217,unknown,yes
married,yes,no,107,failure,no
married,no,no,389,unknown,yes
married,yes,no,375,failure,no
single,no,no,171,unknown,yes
married,no,no,125,unknown,no
married,yes,no,412,unknown,no
married,yes,no,871,unknown,no
single,yes,no,668,unknown,yes
married,no,no,120,unknown,no
married,no,no,437,failure,no
married,yes,no,135,unknown,yes
divorced,yes,no,942,unknown,no
single,yes,yes,358,unknown,no
single,no,no,82,failure,no
single,yes,no,465,unknown,no
divorced,no,no,170,unknown,yes
single,yes,no,953,unknown,yes
single,yes,no,563,unknown,no
divorced,no,yes,469,unknown,no
married,no,no,99,unknown,no
single,yes,no,442,unknown,no
married,no,no,54,unknown,no
single,yes,no,1038,unknown,yes
divorced,yes,no,1187,success,no
single,no,no,117,unknown,no
married,no,no,85,unknown,no
single,yes,no,362,failure,no
divorced,yes,no,239,failure,no
married,yes,no,171,unknown,no
single,yes,no,103,unknown,no
married,yes,no,397,failure,no
single,yes,no,309,unknown,no
single,yes,no,185,unknown,no
married,yes,no,520,failure,no
single,yes,no,139,failure,yes
married,yes,no,244,unknown,no
divorced,yes,no,266,unknown,no
single,yes,no,623,failure,no
married,no,no,358,unknown,no
married,yes,no,110,unknown,no
single,no,no,162,unknown,no
married,yes,no,80,unknown,no
single,yes,no,158,failure,no
single,yes,no,313,other,no
single,yes,no,540,success,no
single,yes,no,140,failure,no
married,yes,no,190,unknown,no
married,no,no,264,unknown,yes
single,no,no,87,unknown,no
married,no,no,838,unknown,yes
married,no,no,144,unknown,yes
divorced,no,no,78,unknown,yes
married,yes,no,55,other,no
divorced,yes,no,206,unknown,no
married,yes,no,648,other,yes
married,yes,no,251,other,yes
married,yes,no,370,failure,no
married,no,no,334,unknown,yes
married,yes,no,137,failure,no
married,no,no,122,unknown,no
single,yes,no,445,other,no
married,yes,no,176,failure,no
single,yes,no,827,failure,no
single,yes,no,258,failure,no
divorced,no,no,67,other,no
single,yes,no,199,failure,no
married,no,no,124,unknown,no
married,yes,no,208,unknown,no
single,yes,no,185,failure,no
single,yes,no,243,failure,no
single,yes,yes,346,failure,no
divorced,yes,no,262,other,no
married,yes,no,198,unknown,no
married,yes,no,461,failure,no
divorced,yes,no,82,unknown,no
divorced,yes,no,284,failure,no
single,yes,no,204,failure,no
married,yes,no,35,unknown,no
married,yes,no,291,failure,no
married,yes,no,152,unknown,no
married,yes,no,201,unknown,no
married,yes,no,297,unknown,no
married,yes,no,232,failure,no
single,yes,no,250,unknown,no
married,yes,no,479,failure,no
single,yes,yes,324,failure,no
married,yes,no,288,other,no
married,yes,no,404,unknown,no
married,yes,no,156,other,no
single,yes,no,60,failure,no
single,yes,no,240,unknown,no
married,yes,no,700,unknown,no
married,yes,no,403,unknown,no
married,yes,yes,114,failure,no
single,yes,no,35,unknown,no
divorced,yes,no,188,failure,no
married,yes,no,618,unknown,no
single,yes,yes,528,unknown,no
married,yes,no,104,failure,no
married,yes,no,622,unknown,no
married,yes,yes,130,failure,no
single,yes,no,583,success,yes
married,yes,no,18,failure,no
divorced,yes,yes,91,unknown,no
single,yes,yes,327,unknown,no
married,yes,no,743,unknown,no
married,yes,no,283,unknown,no
single,yes,no,39,failure,no
married,yes,no,172,unknown,no
single,yes,no,242,unknown,no
single,yes,no,30,unknown,no
married,yes,no,198,failure,no
single,yes,no,474,unknown,no
single,yes,no,275,other,no
divorced,yes,no,361,failure,no
married,yes,no,166,unknown,no
single,yes,no,253,failure,no
divorced,yes,no,309,failure,no
divorced,yes,yes,350,failure,no
single,yes,no,339,unknown,no
single,yes,no,498,unknown,yes
divorced,yes,no,139,unknown,no
married,yes,no,77,unknown,no
single,yes,no,300,unknown,no
married,no,no,58,unknown,no
single,yes,no,125,unknown,no
married,yes,no,34,unknown,no
married,yes,no,191,failure,no
married,yes,no,1579,failure,yes
single,yes,no,493,failure,no
single,yes,no,228,unknown,no
married,no,no,443,unknown,yes
divorced,no,no,316,failure,no
married,yes,no,177,unknown,no
married,no,no,35,unknown,no
single,yes,no,555,unknown,no
married,no,no,495,unknown,yes
single,yes,no,100,unknown,no
single,yes,no,150,unknown,no
married,yes,no,617,failure,no
married,yes,no,352,unknown,no
married,yes,no,211,unknown,no
single,yes,no,99,failure,no
single,yes,yes,1034,unknown,yes
married,yes,no,177,unknown,no
single,yes,no,156,other,no
single,yes,no,137,unknown,no
married,yes,no,268,failure,no
single,yes,no,270,failure,no
married,yes,no,54,unknown,no
married,yes,yes,670,unknown,no
married,yes,no,1366,unknown,yes
divorced,yes,no,75,unknown,no
married,no,no,176,unknown,no
divorced,yes,no,60,unknown,no
married,yes,no,49,unknown,no
married,no,no,1366,failure,no
married,yes,yes,517,failure,no
married,yes,yes,432,failure,no
married,yes,no,172,unknown,no
single,no,no,298,unknown,yes
married,yes,no,536,unknown,no
single,no,no,117,unknown,no
married,yes,yes,323,unknown,no
single,yes,no,1174,other,yes
divorced,yes,no,284,failure,no
married,yes,no,272,failure,no
married,no,no,165,unknown,yes
married,yes,no,444,unknown,no
single,yes,no,244,unknown,no
married,yes,no,152,failure,no
married,yes,yes,150,unknown,no
married,yes,no,126,failure,no
single,yes,no,693,unknown,no
divorced,yes,no,129,unknown,no
married,yes,no,144,other,no
married,no,no,159,unknown,no
married,yes,yes,257,failure,no
married,yes,no,76,unknown,no
married,yes,yes,1463,unknown,yes
single,yes,no,218,failure,no
single,yes,no,570,unknown,no
married,yes,no,174,failure,no
single,yes,no,219,failure,no
single,yes,no,462,other,no
married,no,no,76,unknown,no
married,no,no,281,other,no
married,yes,no,227,unknown,no
married,yes,no,130,other,no
divorced,yes,no,867,unknown,no
single,yes,no,178,unknown,no
married,yes,no,495,unknown,no
married,yes,no,62,failure,no
single,no,no,667,unknown,yes
married,no,no,266,unknown,no
married,no,no,114,unknown,no
married,yes,yes,102,other,no
single,yes,no,94,failure,no
married,yes,no,563,unknown,no
married,no,no,198,unknown,no
married,yes,no,118,failure,no
divorced,yes,no,314,failure,no
single,yes,yes,66,failure,no
single,yes,no,483,unknown,no
divorced,no,no,127,unknown,yes
married,yes,no,140,failure,no
married,yes,no,567,unknown,no
single,yes,no,308,unknown,no
single,yes,no,44,unknown,no
divorced,yes,yes,168,unknown,no
single,no,no,130,unknown,no
married,no,no,96,unknown,no
married,yes,no,453,unknown,yes
single,yes,no,249,unknown,no
married,yes,no,105,unknown,no
married,yes,yes,75,unknown,no
married,yes,yes,144,unknown,no
married,yes,no,357,unknown,no
married,yes,no,285,unknown,no
single,yes,no,700,unknown,yes
single,yes,no,317,failure,no
married,yes,no,257,other,no
married,yes,no,487,unknown,no
married,yes,no,235,failure,no
single,yes,no,241,failure,no
married,yes,no,125,unknown,no
married,yes,no,772,unknown,no
single,yes,no,114,failure,no
married,yes,no,657,other,no
married,yes,no,262,unknown,no
single,yes,no,123,success,no
married,no,no,132,unknown,no
married,yes,no,255,other,no
single,yes,no,375,unknown,no
married,yes,no,386,unknown,no
married,yes,no,341,other,no
married,yes,no,280,failure,no
single,yes,no,302,failure,no
married,yes,no,1018,unknown,no
divorced,yes,no,399,failure,no
divorced,yes,no,567,unknown,no
married,yes,no,91,failure,no
married,yes,yes,122,failure,no
married,yes,no,901,unknown,yes
single,yes,no,640,unknown,no
single,yes,no,417,unknown,no
married,yes,no,1365,failure,yes
married,yes,no,194,unknown,no
married,yes,yes,316,unknown,no
divorced,yes,no,184,unknown,no
married,yes,yes,176,unknown,no
married,yes,no,71,failure,no
married,yes,no,63,failure,no
single,yes,no,433,unknown,no
single,yes,yes,323,failure,no
single,yes,no,127,unknown,no
married,yes,no,449,unknown,no
single,yes,no,472,unknown,no
married,yes,no,1007,failure,no
single,yes,no,383,failure,no
married,yes,no,256,failure,no
married,yes,yes,668,failure,no
married,yes,no,667,unknown,no
single,yes,no,215,other,no
married,yes,no,348,other,no
married,yes,no,792,unknown,no
married,yes,no,173,unknown,no
single,yes,no,55,unknown,no
single,yes,no,282,other,no
married,yes,no,198,unknown,no
married,yes,no,86,other,no
married,yes,no,104,failure,no
married,no,no,408,other,no
married,yes,no,370,failure,no
divorced,yes,no,48,failure,no
single,yes,no,316,unknown,no
divorced,yes,yes,279,failure,no
married,yes,no,225,success,no
single,yes,no,948,unknown,no
married,no,yes,299,unknown,yes
married,yes,no,193,other,no
divorced,yes,no,804,failure,no
divorced,yes,yes,211,unknown,no
married,yes,no,399,unknown,no
married,yes,no,691,unknown,no
married,yes,no,344,unknown,no
divorced,yes,no,539,unknown,no
single,yes,no,258,unknown,no
married,no,no,161,unknown,yes
married,yes,no,284,unknown,no
married,yes,no,580,failure,no
married,yes,no,137,unknown,no
single,yes,no,119,success,no
single,yes,no,296,unknown,no
single,yes,no,169,unknown,no
married,yes,no,115,failure,no
single,yes,no,81,unknown,no
single,yes,yes,429,unknown,no
single,yes,no,478,unknown,no
married,yes,no,75,unknown,no
married,yes,no,466,unknown,no
divorced,yes,no,263,unknown,no
married,no,no,287,unknown,no
married,yes,yes,304,unknown,no
divorced,yes,yes,772,unknown,no
married,yes,no,263,unknown,no
divorced,no,no,127,unknown,no
married,yes,no,432,unknown,no
single,yes,no,332,failure,no
married,yes,no,829,unknown,no
divorced,yes,no,614,failure,no
divorced,yes,yes,301,unknown,no
married,yes,no,102,other,no
married,yes,no,797,unknown,no
married,yes,yes,348,unknown,no
married,yes,no,1410,failure,no
single,yes,no,633,other,no
single,yes,no,944,failure,yes
single,no,no,551,unknown,yes
married,yes,yes,340,failure,no
married,yes,no,201,other,no
married,yes,no,427,failure,no
married,yes,no,635,unknown,no
married,yes,no,472,unknown,no
married,yes,no,237,unknown,no
divorced,no,no,561,unknown,no
divorced,yes,no,1156,failure,yes
single,yes,no,307,unknown,no
single,yes,no,46,unknown,no
married,yes,no,71,unknown,no
single,yes,no,109,unknown,no
married,yes,no,266,unknown,no
married,yes,no,110,failure,no
married,yes,no,377,unknown,no
single,yes,no,81,failure,no
single,yes,no,245,failure,no
married,yes,no,377,unknown,no
single,yes,no,360,unknown,no
married,yes,yes,430,unknown,no
married,yes,no,193,failure,no
single,yes,no,271,failure,no
single,yes,no,282,unknown,no
married,yes,no,390,failure,no
single,yes,no,226,failure,no
divorced,yes,yes,260,other,no
married,yes,no,109,unknown,no
married,yes,yes,252,failure,no
married,yes,yes,125,unknown,no
single,yes,no,225,unknown,no
divorced,yes,no,620,unknown,no
married,yes,no,557,unknown,no
married,yes,no,41,other,no
divorced,yes,no,50,unknown,no
single,yes,no,239,failure,no
married,yes,yes,261,other,no
single,yes,no,222,failure,no
married,yes,no,37,failure,no
married,yes,no,180,unknown,no
married,no,no,80,other,no
married,yes,no,30,unknown,no
married,yes,no,156,other,yes
married,yes,no,345,unknown,no
single,yes,no,439,unknown,no
married,yes,yes,118,unknown,no
divorced,yes,no,46,unknown,no
married,yes,no,85,other,no
divorced,yes,no,233,unknown,no
married,yes,yes,249,unknown,no
married,yes,no,179,unknown,no
single,yes,no,52,unknown,no
single,yes,no,112,failure,no
married,yes,no,392,unknown,no
married,yes,yes,467,unknown,no
married,yes,no,113,unknown,no
single,yes,no,119,unknown,no
married,yes,no,98,unknown,no
married,yes,no,402,failure,no
married,yes,no,408,failure,no
married,yes,no,85,failure,no
married,yes,no,76,unknown,no
single,no,no,224,failure,no
married,yes,yes,294,failure,no
married,yes,no,18,unknown,no
married,yes,no,420,unknown,no
single,yes,no,346,unknown,no
married,yes,no,198,unknown,no
married,yes,yes,175,failure,no
married,no,no,108,unknown,no
married,yes,no,114,failure,no
married,yes,no,552,failure,no
divorced,yes,no,142,unknown,no
married,yes,no,155,unknown,no
married,yes,no,238,failure,no
