housing,education,martial,previous,class
yes,tertiary,married,0,no
yes,tertiary,married,0,no
yes,secondary,single,0,no
no,secondary,divorced,0,no
yes,secondary,divorced,0,no
no,tertiary,married,0,no
no,secondary,single,0,no
yes,primary,married,0,no
no,secondary,married,0,no
yes,primary,married,12,no
yes,secondary,married,2,no
yes,tertiary,single,0,yes
yes,secondary,single,0,no
yes,tertiary,single,0,no
no,tertiary,single,0,no
no,tertiary,single,1,no
yes,tertiary,married,0,no
no,secondary,single,2,no
yes,tertiary,single,0,no
no,secondary,single,0,no
no,tertiary,married,0,no
no,tertiary,divorced,0,no
no,primary,single,0,no
no,primary,single,0,no
no,tertiary,married,0,no
no,secondary,single,0,no
no,tertiary,single,0,no
no,tertiary,single,0,no
no,secondary,single,0,no
yes,secondary,married,1,no
no,secondary,divorced,0,no
yes,primary,married,0,no
yes,secondary,married,2,no
no,primary,single,0,no
no,secondary,married,0,no
yes,secondary,married,0,no
yes,primary,married,4,no
no,tertiary,single,7,no
no,secondary,married,1,no
no,secondary,married,0,no
no,secondary,single,0,no
yes,secondary,single,4,no
yes,tertiary,single,4,no
no,secondary,married,0,no
no,secondary,married,0,yes
no,tertiary,single,0,no
no,tertiary,single,0,no
no,unknown,single,0,no
yes,unknown,married,0,no
no,primary,married,0,no
no,secondary,married,1,no
yes,secondary,married,0,no
no,tertiary,single,0,no
no,secondary,single,0,no
yes,tertiary,single,0,no
no,secondary,single,0,no
no,tertiary,married,0,no
no,unknown,single,0,no
yes,secondary,married,1,yes
no,tertiary,married,0,no
yes,tertiary,married,1,no
no,secondary,married,0,yes
no,tertiary,married,0,yes
yes,secondary,single,2,no
no,tertiary,married,2,no
no,tertiary,married,0,no
yes,tertiary,married,1,yes
no,tertiary,married,0,yes
no,tertiary,married,0,yes
yes,secondary,single,0,yes
no,primary,single,0,no
no,tertiary,divorced,0,no
no,secondary,married,1,yes
no,primary,married,0,no
no,tertiary,married,0,yes
no,tertiary,divorced,0,yes
yes,secondary,married,0,no
no,tertiary,married,0,no
yes,tertiary,married,0,no
no,tertiary,single,0,yes
no,tertiary,single,0,yes
yes,tertiary,married,0,no
yes,tertiary,married,0,yes
no,secondary,married,0,yes
no,primary,married,0,yes
yes,secondary,married,1,no
yes,secondary,single,1,no
yes,tertiary,divorced,0,yes
yes,tertiary,married,2,no
yes,tertiary,divorced,3,no
no,tertiary,single,0,no
no,tertiary,divorced,0,no
no,primary,married,0,no
no,unknown,single,0,no
no,secondary,single,2,no
no,secondary,single,0,yes
no,secondary,married,0,yes
yes,tertiary,married,0,no
yes,tertiary,married,0,yes
no,secondary,single,0,yes
no,secondary,single,0,no
no,secondary,single,0,yes
yes,secondary,married,3,yes
no,primary,single,0,no
no,unknown,married,0,no
no,tertiary,married,0,yes
no,tertiary,single,0,yes
no,primary,married,0,yes
no,tertiary,divorced,1,no
no,tertiary,married,0,yes
no,secondary,divorced,0,yes
no,tertiary,single,0,no
no,tertiary,single,0,yes
yes,tertiary,married,0,yes
no,secondary,divorced,0,no
no,secondary,married,1,no
no,tertiary,divorced,0,yes
no,tertiary,single,3,yes
yes,tertiary,married,0,no
yes,tertiary,single,0,no
yes,tertiary,married,1,no
no,secondary,divorced,0,yes
yes,tertiary,single,0,no
no,secondary,divorced,0,yes
no,tertiary,married,0,yes
yes,tertiary,single,0,yes
yes,secondary,married,0,no
no,unknown,divorced,0,yes
no,secondary,married,0,no
no,primary,married,0,yes
yes,secondary,single,5,yes
no,secondary,married,0,no
yes,secondary,divorced,1,yes
yes,unknown,single,0,no
no,tertiary,married,0,yes
yes,tertiary,married,0,yes
no,secondary,single,0,yes
yes,secondary,married,0,yes
no,tertiary,single,0,yes
yes,primary,married,0,no
no,tertiary,single,0,no
no,tertiary,married,0,no
no,secondary,single,0,yes
yes,secondary,married,0,no
yes,secondary,married,1,no
no,tertiary,single,0,yes
no,secondary,married,0,yes
no,secondary,divorced,0,no
no,tertiary,single,0,yes
yes,secondary,married,0,yes
no,tertiary,married,1,no
no,tertiary,married,0,yes
no,secondary,single,0,yes
no,secondary,married,0,yes
no,tertiary,divorced,0,yes
no,tertiary,married,0,yes
yes,primary,married,0,no
no,secondary,married,0,yes
no,unknown,married,0,yes
yes,secondary,married,0,yes
no,secondary,married,0,yes
yes,secondary,married,0,yes
yes,secondary,single,0,no
no,primary,married,0,yes
no,tertiary,single,0,no
no,tertiary,single,0,no
no,primary,divorced,0,yes
no,primary,divorced,0,yes
no,primary,married,0,yes
no,tertiary,married,0,no
no,tertiary,married,0,yes
no,secondary,married,0,yes
no,tertiary,single,0,yes
no,tertiary,married,0,no
no,primary,married,0,yes
yes,secondary,divorced,0,yes
no,secondary,single,0,yes
no,primary,married,0,no
no,secondary,single,0,yes
yes,tertiary,single,0,yes
no,secondary,married,0,no
no,secondary,married,0,yes
no,primary,divorced,0,yes
no,tertiary,married,0,yes
no,tertiary,single,0,yes
no,tertiary,single,0,yes
no,secondary,married,0,yes
no,secondary,married,0,yes
no,secondary,single,0,yes
yes,secondary,married,1,yes
no,secondary,single,0,no
yes,tertiary,single,0,no
no,tertiary,divorced,2,no
no,secondary,single,0,no
no,primary,married,0,yes
yes,tertiary,married,12,no
no,secondary,single,0,yes
no,primary,married,0,no
yes,tertiary,single,0,yes
yes,tertiary,married,0,yes
no,secondary,single,0,yes
no,tertiary,married,0,yes
no,unknown,married,0,yes
no,primary,married,0,no
no,secondary,single,0,no
no,tertiary,single,0,yes
no,tertiary,divorced,0,no
no,unknown,single,0,no
no,secondary,single,0,no
no,tertiary,single,0,yes
yes,tertiary,single,0,yes
no,secondary,divorced,2,no
yes,secondary,divorced,1,no
no,tertiary,single,0,no
no,primary,married,0,no
no,secondary,single,1,yes
no,tertiary,married,0,no
yes,secondary,married,0,no
no,tertiary,married,0,no
no,tertiary,single,0,no
yes,tertiary,married,5,no
yes,secondary,married,8,no
yes,tertiary,married,0,no
yes,secondary,married,1,no
no,secondary,married,0,no
yes,tertiary,single,1,yes
no,secondary,married,0,no
no,secondary,single,0,no
yes,tertiary,single,0,no
yes,tertiary,single,0,no
no,unknown,married,1,yes
yes,primary,married,0,no
yes,secondary,single,0,yes
yes,tertiary,single,0,yes
no,tertiary,single,0,yes
yes,tertiary,married,0,yes
no,tertiary,single,0,yes
no,tertiary,married,0,no
yes,tertiary,married,3,no
yes,tertiary,single,0,yes
no,secondary,married,0,yes
no,secondary,married,0,no
yes,secondary,married,0,yes
no,secondary,married,0,yes
no,tertiary,married,0,yes
no,secondary,single,0,yes
yes,secondary,single,0,no
no,secondary,married,0,no
yes,tertiary,single,0,yes
no,tertiary,single,0,no
yes,secondary,married,6,yes
yes,primary,single,1,yes
no,secondary,single,0,yes
yes,secondary,married,0,yes
yes,secondary,married,0,no
yes,tertiary,married,0,no
yes,tertiary,married,7,no
no,tertiary,single,0,no
yes,secondary,married,0,yes
no,tertiary,divorced,0,no
yes,secondary,married,0,yes
no,secondary,married,0,no
no,primary,married,0,yes
yes,tertiary,married,0,no
yes,secondary,married,0,no
no,tertiary,married,0,no
no,tertiary,married,0,yes
no,secondary,married,0,no
yes,secondary,single,0,no
no,tertiary,married,0,no
no,tertiary,single,0,yes
no,tertiary,married,0,yes
no,unknown,married,0,no
no,tertiary,married,0,no
no,tertiary,married,0,yes
yes,secondary,single,0,no
no,secondary,single,0,no
no,secondary,married,0,no
no,secondary,single,0,yes
yes,secondary,married,0,no
no,tertiary,single,0,no
no,secondary,married,0,yes
yes,tertiary,single,0,yes
no,secondary,single,0,no
no,secondary,single,0,yes
no,secondary,divorced,0,no
no,secondary,married,0,yes
no,secondary,single,0,yes
no,secondary,married,0,no
no,tertiary,single,0,yes
yes,tertiary,single,0,yes
yes,secondary,single,0,yes
yes,secondary,married,0,yes
no,secondary,divorced,0,yes
no,tertiary,married,0,yes
no,tertiary,married,0,yes
yes,tertiary,married,0,yes
no,secondary,single,0,no
no,secondary,single,0,no
no,tertiary,married,4,no
yes,tertiary,married,0,no
no,secondary,married,0,no
no,tertiary,married,0,yes
no,tertiary,single,0,yes
no,primary,married,0,no
no,tertiary,single,0,yes
no,secondary,married,2,yes
no,unknown,single,0,no
no,secondary,married,0,no
no,tertiary,single,0,yes
no,tertiary,single,0,no
no,secondary,single,0,no
no,unknown,married,0,no
no,primary,divorced,0,yes
yes,secondary,married,0,no
no,unknown,single,0,no
no,secondary,married,1,yes
yes,secondary,divorced,2,yes
no,tertiary,single,0,no
no,secondary,single,0,no
no,primary,married,0,no
yes,tertiary,married,0,yes
no,secondary,single,0,yes
yes,tertiary,divorced,1,yes
no,tertiary,married,0,no
no,secondary,single,0,no
no,unknown,single,0,no
no,tertiary,single,0,yes
no,secondary,married,0,yes
no,tertiary,single,0,yes
no,tertiary,married,0,yes
no,unknown,single,0,no
no,secondary,single,0,yes
no,tertiary,single,6,yes
no,tertiary,single,0,yes
no,tertiary,single,0,yes
yes,tertiary,single,0,no
no,secondary,married,0,yes
no,secondary,married,0,yes
yes,tertiary,married,1,no
no,tertiary,married,4,no
no,secondary,single,0,no
yes,tertiary,single,3,yes
yes,secondary,married,0,no
yes,tertiary,single,0,yes
no,tertiary,married,0,yes
no,tertiary,married,0,yes
no,tertiary,single,0,yes
no,secondary,single,0,no
yes,secondary,single,0,no
no,secondary,married,0,yes
no,tertiary,single,0,yes
yes,tertiary,married,7,no
no,tertiary,married,0,yes
no,secondary,single,0,no
no,secondary,single,0,yes
no,secondary,single,0,no
no,secondary,married,0,yes
no,tertiary,single,0,no
no,secondary,single,0,no
no,secondary,single,0,no
no,tertiary,married,0,yes
no,tertiary,single,0,yes
no,tertiary,married,0,yes
no,secondary,married,0,no
no,secondary,married,0,no
no,secondary,married,0,no
no,tertiary,married,0,yes
no,primary,married,0,yes
no,secondary,divorced,0,yes
no,tertiary,married,0,no
no,tertiary,married,0,yes
no,secondary,married,0,yes
yes,tertiary,single,0,yes
no,tertiary,married,0,no
no,primary,divorced,0,no
no,unknown,married,0,no
no,tertiary,married,0,yes
no,tertiary,single,0,yes
yes,tertiary,divorced,0,yes
no,secondary,divorced,0,yes
no,tertiary,divorced,0,yes
no,tertiary,married,0,yes
yes,tertiary,single,0,yes
no,unknown,married,0,no
no,tertiary,married,0,yes
no,tertiary,single,0,yes
no,tertiary,single,0,no
yes,secondary,single,1,no
yes,secondary,married,0,yes
no,tertiary,married,0,no
no,secondary,married,0,yes
no,secondary,married,4,no
no,secondary,married,0,no
yes,secondary,married,2,no
yes,tertiary,divorced,0,no
no,secondary,single,0,no
yes,tertiary,married,0,no
no,primary,married,0,no
no,secondary,single,0,no
no,tertiary,divorced,0,yes
no,unknown,single,0,no
no,tertiary,married,0,no
no,secondary,single,1,yes
no,secondary,married,0,yes
no,secondary,single,0,no
no,secondary,married,0,yes
yes,tertiary,single,0,yes
no,tertiary,single,0,yes
no,tertiary,married,0,no
no,secondary,married,0,yes
yes,tertiary,single,0,yes
no,tertiary,single,0,no
no,tertiary,single,0,no
no,secondary,single,0,no
no,tertiary,single,0,no
yes,tertiary,married,2,yes
no,secondary,married,0,no
no,tertiary,single,0,yes
yes,secondary,married,0,yes
no,secondary,married,0,yes
yes,tertiary,single,0,yes
yes,secondary,single,0,yes
no,secondary,married,2,yes
no,tertiary,single,0,yes
no,secondary,married,0,no
no,secondary,married,0,yes
no,secondary,single,0,no
no,secondary,single,0,no
yes,tertiary,married,0,yes
no,tertiary,single,0,yes
no,tertiary,single,0,no
no,secondary,married,0,yes
no,tertiary,single,0,no
no,secondary,single,0,no
no,tertiary,married,0,yes
no,tertiary,married,0,no
no,tertiary,single,3,no
no,secondary,married,0,yes
no,tertiary,married,0,no
yes,secondary,married,0,no
no,secondary,married,0,no
no,tertiary,single,0,no
no,tertiary,divorced,0,no
yes,tertiary,divorced,0,yes
no,primary,divorced,0,yes
no,tertiary,married,0,yes
no,primary,divorced,0,yes
yes,tertiary,married,0,yes
no,tertiary,single,0,no
no,secondary,single,0,yes
no,tertiary,single,0,yes
no,secondary,single,0,yes
yes,tertiary,divorced,0,yes
no,secondary,married,0,yes
no,secondary,married,0,no
yes,secondary,divorced,0,no
no,tertiary,single,0,no
no,primary,married,0,no
no,secondary,single,0,yes
no,secondary,married,0,no
no,primary,married,0,no
yes,secondary,married,0,no
no,primary,married,0,no
yes,primary,married,0,no
yes,secondary,married,2,yes
no,secondary,married,0,yes
no,secondary,married,0,yes
yes,tertiary,married,0,yes
no,unknown,married,0,no
yes,tertiary,single,0,yes
no,tertiary,married,2,yes
yes,tertiary,married,0,no
yes,secondary,married,0,yes
no,unknown,divorced,0,no
no,tertiary,married,0,no
yes,secondary,married,0,no
no,secondary,single,0,yes
yes,tertiary,single,0,no
no,secondary,married,0,no
no,unknown,married,0,no
yes,secondary,married,13,yes
no,secondary,single,0,no
no,tertiary,married,0,yes
no,primary,single,0,yes
no,tertiary,single,0,yes
no,tertiary,single,0,yes
no,tertiary,single,5,no
no,secondary,married,0,no
no,secondary,single,0,no
yes,tertiary,married,0,no
yes,secondary,married,0,no
no,primary,married,0,no
no,tertiary,married,0,yes
yes,tertiary,single,0,no
no,secondary,single,0,yes
no,unknown,single,0,no
no,tertiary,single,0,no
no,tertiary,single,0,yes
no,primary,divorced,0,yes
no,tertiary,married,0,no
yes,tertiary,married,0,no
yes,secondary,single,0,no
yes,tertiary,divorced,0,no
yes,tertiary,married,0,yes
no,tertiary,single,0,yes
no,secondary,married,0,no
yes,tertiary,single,2,no
yes,tertiary,married,1,no
no,secondary,divorced,0,no
yes,secondary,married,0,no
yes,tertiary,single,2,no
no,secondary,single,0,yes
yes,secondary,single,0,no
yes,secondary,divorced,0,no
yes,tertiary,divorced,0,no
yes,tertiary,married,0,no
yes,secondary,divorced,1,no
yes,secondary,married,1,no
yes,tertiary,single,0,no
yes,secondary,married,0,no
yes,secondary,single,1,no
yes,primary,married,0,no
yes,secondary,married,2,no
yes,tertiary,single,0,yes
yes,tertiary,single,0,no
yes,secondary,married,1,no
yes,tertiary,single,3,no
yes,tertiary,divorced,0,yes
no,tertiary,single,0,yes
yes,secondary,married,0,no
yes,secondary,married,1,no
no,secondary,married,1,no
no,secondary,single,0,no
no,tertiary,married,0,yes
yes,tertiary,divorced,3,no
yes,primary,married,4,no
yes,secondary,married,1,no
yes,secondary,divorced,0,no
yes,secondary,divorced,4,no
yes,secondary,married,0,no
yes,tertiary,divorced,2,no
no,tertiary,divorced,2,no
yes,secondary,single,0,no
no,unknown,single,0,yes
no,secondary,married,0,no
yes,tertiary,single,0,no
no,secondary,single,0,no
no,tertiary,divorced,0,no
no,secondary,married,0,yes
yes,tertiary,married,0,no
yes,unknown,single,3,no
yes,tertiary,married,0,no
yes,secondary,married,0,no
no,tertiary,divorced,0,no
yes,secondary,married,2,no
yes,secondary,married,0,no
yes,secondary,married,2,no
no,secondary,single,0,yes
yes,tertiary,married,0,no
yes,tertiary,single,0,yes
yes,tertiary,married,0,no
yes,secondary,single,0,no
yes,tertiary,single,0,no
yes,secondary,single,0,no
no,secondary,married,2,no
yes,unknown,married,0,no
yes,secondary,single,0,no
no,secondary,married,0,no
yes,secondary,married,5,no
yes,secondary,married,1,no
yes,unknown,married,1,no
yes,secondary,married,2,no
yes,tertiary,married,1,no
yes,tertiary,married,1,no
no,primary,married,0,no
yes,secondary,married,0,no
no,secondary,married,2,no
yes,secondary,married,0,yes
no,unknown,married,0,no
no,secondary,divorced,0,yes
yes,tertiary,single,8,no
yes,tertiary,divorced,0,no
no,primary,married,0,no
yes,tertiary,married,4,no
yes,tertiary,single,2,no
yes,secondary,divorced,0,no
yes,primary,married,1,no
no,unknown,married,0,yes
yes,secondary,single,0,no
yes,secondary,single,0,no
yes,secondary,married,0,no
yes,primary,married,3,no
no,primary,married,0,no
no,primary,single,0,no
yes,secondary,married,1,no
yes,tertiary,married,3,no
no,secondary,single,0,no
no,tertiary,single,0,no
yes,primary,married,0,no
yes,tertiary,married,6,no
yes,secondary,married,5,no
yes,secondary,married,0,no
yes,primary,married,2,no
yes,tertiary,single,0,no
yes,unknown,married,0,no
no,tertiary,married,0,no
yes,primary,married,4,no
yes,tertiary,married,3,yes
yes,secondary,single,2,no
no,tertiary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,3,no
yes,secondary,single,1,no
no,secondary,single,1,no
yes,secondary,married,1,no
yes,tertiary,divorced,0,no
no,tertiary,married,0,no
no,secondary,married,0,no
no,secondary,married,3,no
yes,secondary,married,5,no
no,secondary,married,0,no
no,secondary,divorced,0,no
no,secondary,married,0,no
no,secondary,single,0,yes
no,secondary,married,0,no
yes,secondary,single,0,no
yes,secondary,married,0,yes
yes,tertiary,divorced,0,no
yes,secondary,married,2,no
yes,secondary,married,0,no
yes,secondary,married,0,no
no,tertiary,married,0,no
yes,tertiary,single,2,no
yes,primary,married,0,no
yes,tertiary,married,6,no
yes,tertiary,married,1,no
yes,secondary,single,0,no
yes,secondary,married,0,no
yes,secondary,divorced,1,no
yes,secondary,divorced,3,yes
yes,tertiary,single,7,no
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,tertiary,married,2,no
yes,secondary,married,0,no
yes,secondary,single,0,no
yes,primary,married,1,no
yes,secondary,divorced,0,no
yes,secondary,divorced,0,no
yes,secondary,divorced,0,no
yes,tertiary,married,3,no
yes,primary,married,1,no
yes,tertiary,single,12,no
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,2,yes
yes,tertiary,married,0,no
yes,secondary,married,4,no
yes,secondary,single,0,no
yes,tertiary,married,1,no
yes,primary,married,1,no
yes,unknown,single,0,no
yes,tertiary,single,0,no
no,tertiary,divorced,2,no
yes,secondary,single,0,no
yes,secondary,married,0,no
yes,tertiary,married,3,no
yes,unknown,divorced,5,yes
yes,secondary,single,1,no
yes,secondary,married,0,no
yes,secondary,divorced,0,no
yes,secondary,married,0,no
no,secondary,married,0,no
no,secondary,single,0,no
yes,secondary,married,1,no
yes,secondary,married,0,no
yes,secondary,married,9,no
yes,tertiary,single,17,yes
yes,tertiary,married,0,no
no,tertiary,single,0,no
no,secondary,married,0,no
no,tertiary,single,0,yes
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,single,1,no
yes,tertiary,single,0,no
yes,secondary,single,0,no
no,secondary,married,2,no
no,secondary,single,0,no
yes,secondary,single,1,no
no,primary,married,0,yes
yes,secondary,married,15,no
yes,secondary,married,0,no
yes,tertiary,single,0,no
yes,secondary,married,0,no
no,tertiary,single,5,no
yes,secondary,married,0,no
yes,secondary,married,16,no
no,tertiary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,0,no
no,secondary,married,0,yes
yes,secondary,single,1,no
yes,secondary,married,1,no
yes,secondary,married,7,no
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,0,yes
yes,secondary,single,4,no
yes,tertiary,single,0,no
yes,primary,married,1,no
yes,secondary,married,2,yes
yes,secondary,single,0,yes
no,tertiary,single,1,yes
yes,primary,married,1,no
yes,primary,married,2,no
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,single,3,no
yes,secondary,single,15,no
yes,secondary,divorced,1,no
yes,secondary,married,2,no
no,secondary,married,0,no
no,tertiary,single,0,yes
yes,tertiary,divorced,0,no
no,primary,married,0,no
no,secondary,married,0,no
no,tertiary,married,0,no
no,secondary,single,0,yes
yes,secondary,married,0,no
no,tertiary,single,0,no
yes,primary,single,0,no
yes,secondary,divorced,1,no
yes,secondary,married,4,no
yes,secondary,married,2,no
yes,secondary,single,0,no
yes,secondary,married,1,no
yes,tertiary,married,4,no
yes,secondary,single,3,no
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,1,no
yes,secondary,single,0,no
no,primary,single,0,no
yes,unknown,single,6,no
yes,secondary,single,1,no
yes,secondary,divorced,2,no
yes,tertiary,single,0,no
yes,secondary,married,2,no
yes,tertiary,married,0,no
yes,secondary,single,0,no
yes,secondary,married,0,no
yes,secondary,married,0,no
no,secondary,married,0,yes
yes,secondary,married,2,no
yes,tertiary,married,0,no
yes,primary,married,1,no
yes,primary,married,0,no
yes,tertiary,married,0,no
no,secondary,divorced,0,no
yes,tertiary,single,1,no
yes,tertiary,married,2,no
yes,secondary,married,0,no
no,tertiary,single,0,yes
yes,secondary,single,0,no
no,primary,married,3,no
yes,tertiary,divorced,2,no
yes,secondary,single,0,no
yes,secondary,married,2,no
no,tertiary,single,0,no
no,primary,married,0,no
yes,primary,single,2,no
yes,secondary,married,3,no
yes,primary,divorced,2,no
no,secondary,married,0,no
yes,tertiary,married,2,no
yes,primary,married,1,no
yes,secondary,married,0,no
yes,tertiary,single,22,no
yes,secondary,single,10,no
yes,secondary,married,0,no
yes,secondary,single,0,no
no,secondary,single,1,no
yes,tertiary,divorced,1,no
yes,secondary,married,1,no
yes,tertiary,married,0,no
yes,secondary,divorced,1,no
yes,secondary,married,0,no
no,unknown,single,0,no
no,secondary,single,0,yes
no,secondary,single,1,no
yes,secondary,divorced,0,no
yes,secondary,married,0,no
yes,secondary,married,11,no
yes,tertiary,married,3,no
yes,secondary,single,0,no
yes,secondary,single,0,no
yes,secondary,married,0,yes
no,secondary,single,0,no
yes,secondary,married,0,no
yes,primary,married,0,no
yes,secondary,married,3,no
yes,secondary,married,0,no
no,secondary,married,0,no
yes,tertiary,divorced,0,no
yes,secondary,married,0,no
no,tertiary,married,0,no
yes,primary,married,0,no
yes,primary,single,1,no
no,secondary,married,0,yes
yes,tertiary,married,0,no
no,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,2,no
no,secondary,married,4,no
yes,secondary,single,1,yes
yes,secondary,single,0,yes
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,primary,married,0,no
yes,secondary,single,0,no
yes,secondary,married,0,no
no,secondary,married,0,yes
yes,secondary,married,0,no
yes,secondary,married,25,no
yes,secondary,married,0,no
yes,tertiary,married,0,no
no,tertiary,single,0,no
yes,secondary,single,1,no
yes,tertiary,single,3,no
yes,secondary,married,0,no
no,secondary,married,0,yes
yes,secondary,married,0,no
yes,secondary,married,4,no
yes,secondary,married,4,no
yes,secondary,married,7,yes
yes,secondary,divorced,0,no
yes,tertiary,single,5,no
yes,primary,married,1,no
no,primary,married,1,no
yes,secondary,married,4,yes
no,secondary,divorced,0,yes
no,tertiary,married,2,no
no,secondary,married,0,no
yes,tertiary,married,1,no
no,secondary,single,0,no
no,primary,married,0,no
yes,primary,married,0,no
yes,tertiary,married,0,no
yes,unknown,married,0,no
no,secondary,married,0,yes
yes,secondary,married,0,no
yes,secondary,married,0,no
no,tertiary,single,0,yes
no,tertiary,single,0,no
no,tertiary,single,0,no
yes,primary,married,0,no
yes,tertiary,married,0,no
no,tertiary,single,0,yes
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,single,0,no
no,secondary,married,0,yes
no,secondary,married,0,no
yes,secondary,single,2,no
no,secondary,married,0,no
yes,secondary,married,2,no
no,primary,married,0,no
yes,primary,married,0,no
no,tertiary,married,0,no
yes,tertiary,single,3,yes
yes,secondary,single,0,no
yes,unknown,married,0,no
yes,tertiary,married,0,no
yes,tertiary,single,0,no
yes,secondary,married,1,no
yes,secondary,single,0,no
no,secondary,single,0,no
yes,tertiary,married,7,no
yes,tertiary,married,0,no
yes,tertiary,married,0,no
yes,secondary,married,0,no
no,primary,single,0,yes
yes,tertiary,married,2,no
yes,tertiary,married,0,no
no,secondary,single,0,yes
yes,secondary,married,0,no
yes,secondary,married,1,no
no,secondary,single,0,yes
no,secondary,married,0,no
yes,secondary,single,8,yes
yes,secondary,married,0,yes
yes,tertiary,married,0,no
yes,tertiary,single,0,no
yes,secondary,single,0,yes
yes,secondary,married,0,no
yes,secondary,single,0,no
yes,secondary,married,0,yes
yes,secondary,married,4,no
yes,secondary,married,4,no
no,tertiary,single,0,yes
yes,secondary,single,3,yes
yes,secondary,married,0,no
no,tertiary,single,0,yes
yes,tertiary,married,2,no
yes,secondary,single,3,no
yes,tertiary,married,0,no
no,tertiary,married,0,yes
yes,secondary,married,0,no
no,tertiary,single,0,no
no,tertiary,divorced,3,no
yes,secondary,married,5,no
yes,secondary,married,2,no
yes,primary,married,3,no
yes,primary,married,0,no
yes,primary,married,0,no
yes,tertiary,single,0,no
yes,tertiary,divorced,0,no
yes,primary,married,1,no
yes,secondary,single,0,yes
yes,secondary,married,1,no
no,secondary,single,0,no
yes,secondary,married,3,yes
no,tertiary,single,0,no
yes,primary,married,0,no
yes,tertiary,married,2,no
no,unknown,married,0,yes
yes,tertiary,married,1,no
yes,secondary,single,6,yes
yes,primary,divorced,1,no
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,unknown,married,1,no
yes,secondary,married,4,no
yes,secondary,married,0,no
yes,primary,married,0,no
no,tertiary,married,1,no
no,secondary,single,0,yes
no,primary,married,0,no
yes,primary,married,0,no
no,secondary,married,0,no
yes,secondary,single,2,no
yes,secondary,married,1,no
yes,secondary,married,1,no
yes,secondary,married,1,no
yes,tertiary,married,0,no
yes,secondary,married,0,no
no,secondary,married,0,no
no,secondary,married,1,no
yes,primary,married,2,no
yes,primary,single,8,no
no,unknown,married,2,no
no,secondary,married,0,no
no,secondary,divorced,0,no
yes,secondary,married,0,yes
no,secondary,married,0,no
yes,secondary,married,4,yes
yes,tertiary,divorced,0,no
yes,secondary,married,1,no
no,secondary,married,0,no
yes,secondary,single,0,no
yes,secondary,married,3,no
yes,tertiary,divorced,5,no
yes,secondary,married,1,no
no,secondary,married,1,no
no,tertiary,married,0,yes
yes,secondary,married,0,no
yes,secondary,single,6,no
yes,secondary,divorced,0,no
no,tertiary,married,0,no
no,primary,divorced,0,yes
no,secondary,single,0,yes
yes,secondary,single,0,no
no,secondary,married,0,no
yes,tertiary,married,0,no
no,tertiary,single,0,yes
yes,primary,married,1,no
no,tertiary,single,0,no
yes,secondary,single,3,no
yes,secondary,single,0,no
yes,tertiary,single,0,no
yes,secondary,married,0,no
yes,secondary,married,1,no
yes,secondary,married,6,no
yes,tertiary,single,1,no
yes,secondary,married,0,yes
yes,secondary,married,1,no
yes,tertiary,single,0,no
yes,tertiary,married,7,no
yes,primary,married,0,no
yes,tertiary,divorced,2,yes
yes,secondary,single,0,no
yes,tertiary,divorced,0,no
yes,tertiary,married,2,no
yes,secondary,married,5,no
yes,tertiary,married,1,no
no,tertiary,married,0,no
yes,secondary,married,0,no
yes,tertiary,married,0,no
yes,tertiary,married,0,no
yes,primary,married,0,no
yes,primary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,2,no
yes,tertiary,married,8,no
yes,secondary,married,2,yes
yes,secondary,single,0,no
yes,secondary,married,2,no
yes,secondary,married,0,no
yes,tertiary,married,0,no
yes,secondary,single,0,yes
yes,secondary,married,1,no
yes,secondary,married,0,yes
yes,secondary,divorced,0,no
yes,secondary,divorced,0,yes
yes,secondary,divorced,0,no
yes,secondary,single,6,no
yes,primary,married,3,no
yes,secondary,single,1,no
yes,tertiary,married,5,no
yes,secondary,married,2,no
yes,secondary,divorced,1,no
yes,primary,single,0,no
yes,primary,married,1,no
yes,secondary,married,0,no
yes,secondary,married,1,no
yes,primary,married,2,no
yes,tertiary,married,1,no
yes,secondary,married,0,no
no,tertiary,single,0,no
yes,primary,married,0,no
yes,secondary,divorced,0,no
yes,tertiary,married,5,no
yes,secondary,married,0,no
yes,primary,married,0,no
yes,primary,married,0,yes
yes,secondary,divorced,0,no
yes,tertiary,single,0,yes
yes,tertiary,single,0,yes
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,secondary,married,0,no
yes,primary,divorced,1,no
yes,secondary,divorced,0,no
no,primary,married,0,no
no,tertiary,single,0,yes
yes,unknown,married,2,no
yes,secondary,married,0,no
yes,tertiary,single,1,no
