age,martial,education,housing,y
33,single,secondary,yes,no
33,married,secondary,yes,no
37,divorced,secondary,yes,no
33,divorced,tertiary,no,no
36,married,tertiary,yes,no
50,married,primary,yes,no
35,married,secondary,yes,no
37,married,secondary,yes,no
34,married,secondary,yes,no
43,married,secondary,yes,no
35,married,secondary,yes,no
42,married,tertiary,yes,no
32,married,tertiary,yes,no
26,single,tertiary,yes,no
37,married,secondary,yes,no
34,married,secondary,yes,no
27,single,primary,yes,no
36,single,secondary,yes,no
34,single,tertiary,yes,no
40,married,primary,yes,no
38,married,tertiary,yes,no
58,married,secondary,yes,no
38,married,secondary,yes,no
55,single,secondary,yes,no
32,married,secondary,yes,no
35,married,secondary,yes,no
39,married,primary,yes,no
38,single,tertiary,yes,no
28,married,primary,yes,no
34,married,secondary,yes,no
24,single,secondary,yes,yes
36,single,secondary,yes,no
35,single,secondary,no,no
37,divorced,secondary,yes,yes
35,single,tertiary,yes,yes
26,single,tertiary,no,yes
57,married,primary,no,no
30,single,tertiary,no,no
27,single,tertiary,no,no
29,single,secondary,no,yes
63,married,unknown,no,yes
95,divorced,primary,no,yes
65,married,tertiary,no,yes
37,married,secondary,no,no
55,married,primary,no,no
59,married,secondary,no,yes
35,single,tertiary,no,yes
32,single,tertiary,no,no
74,married,secondary,no,yes
56,married,primary,no,yes
58,married,secondary,yes,no
34,married,secondary,yes,no
71,married,tertiary,no,no
37,married,tertiary,yes,no
59,married,secondary,no,no
26,single,tertiary,no,yes
46,divorced,tertiary,no,no
30,single,unknown,no,yes
29,married,secondary,no,yes
67,single,tertiary,no,yes
31,single,tertiary,no,yes
78,married,primary,no,yes
45,divorced,unknown,no,yes
29,single,secondary,yes,yes
39,married,tertiary,no,yes
45,married,tertiary,no,yes
37,married,tertiary,no,no
63,married,secondary,no,no
30,single,primary,no,no
39,single,secondary,yes,no
44,single,unknown,no,no
71,divorced,tertiary,no,no
29,married,tertiary,no,no
66,married,primary,no,no
31,married,tertiary,no,no
45,married,tertiary,no,yes
32,single,tertiary,no,yes
36,single,secondary,no,yes
41,single,unknown,no,yes
38,married,secondary,yes,yes
34,married,tertiary,yes,no
41,divorced,tertiary,no,yes
64,married,tertiary,no,no
64,married,tertiary,no,no
32,single,tertiary,no,yes
69,married,primary,no,no
33,married,tertiary,no,yes
39,married,secondary,no,no
30,married,tertiary,no,yes
65,married,primary,no,yes
45,divorced,primary,yes,yes
42,married,tertiary,no,no
66,married,tertiary,no,no
75,married,tertiary,no,yes
75,married,unknown,no,no
65,divorced,tertiary,yes,yes
53,married,tertiary,no,yes
40,married,primary,yes,yes
69,divorced,tertiary,no,yes
27,single,secondary,no,yes
52,married,secondary,no,no
31,single,tertiary,yes,yes
25,single,secondary,no,yes
34,married,tertiary,no,no
30,single,secondary,no,no
31,single,tertiary,no,no
37,married,secondary,yes,yes
32,single,tertiary,no,yes
82,married,unknown,no,no
53,married,secondary,yes,yes
45,married,tertiary,no,yes
45,married,secondary,no,no
35,married,tertiary,no,yes
53,single,secondary,no,no
32,single,secondary,no,no
52,married,secondary,no,no
19,single,primary,no,no
74,married,primary,no,yes
37,married,tertiary,yes,yes
81,married,primary,no,no
29,married,tertiary,no,no
59,married,primary,no,yes
76,married,unknown,yes,yes
39,married,tertiary,no,no
22,single,secondary,no,no
25,single,secondary,no,yes
62,married,secondary,no,no
27,single,secondary,no,yes
39,married,secondary,no,yes
32,single,secondary,no,no
24,single,unknown,no,yes
19,single,secondary,no,no
28,single,tertiary,no,yes
67,single,tertiary,no,no
30,married,secondary,no,no
51,married,tertiary,no,yes
66,married,primary,no,yes
28,single,primary,no,yes
49,single,tertiary,no,no
34,single,tertiary,yes,no
29,single,tertiary,yes,yes
43,married,secondary,yes,no
46,single,unknown,no,no
33,single,tertiary,no,no
30,single,tertiary,no,yes
72,married,primary,no,yes
27,single,tertiary,no,no
58,married,secondary,yes,yes
52,married,secondary,no,no
35,single,secondary,no,no
32,single,tertiary,yes,yes
31,single,tertiary,no,yes
75,divorced,primary,no,no
72,married,primary,no,no
36,married,secondary,yes,no
29,married,tertiary,no,no
23,single,tertiary,no,no
71,married,tertiary,no,yes
41,married,secondary,yes,no
30,single,secondary,no,no
37,married,tertiary,yes,yes
53,divorced,tertiary,no,no
24,single,tertiary,no,yes
31,married,tertiary,no,no
25,single,secondary,no,no
56,divorced,tertiary,no,yes
65,married,primary,no,yes
26,single,tertiary,yes,no
57,married,tertiary,no,no
72,married,tertiary,no,yes
52,divorced,tertiary,yes,no
44,married,tertiary,no,no
55,married,tertiary,no,no
33,married,unknown,no,no
51,single,secondary,yes,yes
54,married,secondary,yes,no
24,single,tertiary,no,yes
35,married,tertiary,no,no
30,single,secondary,no,no
46,married,tertiary,no,no
35,married,tertiary,yes,no
36,married,primary,no,no
55,married,secondary,no,no
42,married,secondary,yes,no
60,married,primary,no,no
47,divorced,tertiary,no,no
42,married,primary,no,no
70,divorced,primary,no,no
77,married,secondary,no,no
62,married,secondary,no,no
34,married,tertiary,yes,no
68,married,secondary,yes,no
33,single,tertiary,yes,no
31,married,tertiary,yes,no
35,married,secondary,yes,yes
34,married,secondary,yes,yes
29,married,secondary,yes,yes
25,single,tertiary,yes,no
62,married,primary,no,no
31,single,tertiary,yes,no
26,single,tertiary,no,no
58,married,secondary,yes,no
73,married,primary,no,no
30,single,tertiary,no,yes
28,single,tertiary,no,no
47,married,secondary,yes,no
34,single,tertiary,no,no
41,married,tertiary,no,no
35,married,secondary,yes,no
46,single,secondary,no,yes
39,single,secondary,yes,yes
30,single,secondary,no,no
45,married,tertiary,no,yes
28,single,secondary,no,yes
52,married,secondary,no,yes
59,married,primary,no,yes
29,married,tertiary,yes,no
35,single,tertiary,no,no
38,married,secondary,yes,yes
47,married,secondary,yes,yes
52,married,secondary,no,no
52,married,tertiary,no,yes
28,single,secondary,no,no
38,married,tertiary,yes,yes
29,single,secondary,no,yes
41,married,tertiary,no,no
36,single,tertiary,no,yes
55,married,secondary,no,no
58,married,tertiary,no,yes
31,married,tertiary,no,yes
51,married,primary,yes,no
30,single,tertiary,no,no
59,divorced,secondary,yes,yes
48,married,secondary,no,no
27,single,tertiary,no,no
59,married,unknown,no,no
47,married,secondary,yes,yes
26,single,unknown,no,no
31,single,secondary,no,no
36,married,secondary,no,yes
33,married,tertiary,no,no
39,divorced,secondary,yes,no
34,married,unknown,no,no
42,single,secondary,yes,no
45,married,tertiary,no,yes
49,married,secondary,no,no
43,married,tertiary,yes,no
28,single,tertiary,yes,no
27,single,tertiary,no,no
21,single,secondary,no,yes
23,single,secondary,no,yes
47,married,secondary,yes,yes
26,single,secondary,no,no
29,single,tertiary,no,yes
25,single,tertiary,no,yes
60,married,primary,no,yes
37,married,secondary,no,yes
42,single,unknown,no,yes
59,married,tertiary,no,no
49,married,secondary,yes,yes
33,married,secondary,yes,yes
59,married,secondary,no,yes
58,divorced,tertiary,no,yes
44,married,unknown,yes,yes
48,married,secondary,no,yes
33,single,unknown,no,no
29,single,tertiary,no,no
30,married,tertiary,yes,no
48,married,secondary,yes,no
34,married,primary,yes,yes
32,married,secondary,yes,yes
42,married,unknown,no,yes
54,divorced,secondary,no,yes
42,married,tertiary,no,yes
36,married,tertiary,yes,no
42,married,primary,yes,yes
33,married,tertiary,no,no
27,single,tertiary,no,no
32,married,secondary,yes,no
44,divorced,tertiary,yes,yes
37,married,secondary,no,yes
37,divorced,tertiary,yes,no
60,married,secondary,no,no
35,married,secondary,no,no
29,single,secondary,no,no
29,single,secondary,no,yes
47,married,unknown,no,yes
47,divorced,tertiary,yes,no
26,single,tertiary,no,yes
46,married,secondary,no,no
24,single,tertiary,no,yes
34,single,secondary,no,yes
27,single,tertiary,no,no
55,married,tertiary,yes,no
52,single,tertiary,no,no
30,single,tertiary,no,yes
26,single,tertiary,no,no
32,married,secondary,no,no
45,married,secondary,no,no
36,married,secondary,yes,no
33,married,tertiary,yes,no
46,married,secondary,no,yes
34,married,secondary,no,yes
31,married,tertiary,no,yes
38,married,tertiary,yes,yes
59,married,secondary,no,yes
51,married,tertiary,yes,no
35,single,tertiary,yes,yes
25,single,tertiary,no,no
33,married,tertiary,no,yes
35,married,tertiary,yes,yes
40,married,tertiary,no,no
39,married,secondary,yes,no
28,single,secondary,no,no
33,married,secondary,no,no
29,married,secondary,no,no
56,married,tertiary,no,yes
31,single,secondary,no,no
58,married,tertiary,no,no
26,single,secondary,no,no
57,married,tertiary,no,no
55,divorced,tertiary,no,no
26,single,secondary,no,no
28,single,secondary,yes,no
37,married,tertiary,no,yes
33,married,secondary,no,yes
43,divorced,secondary,no,yes
35,single,tertiary,no,yes
31,single,secondary,no,yes
54,married,secondary,no,no
26,single,tertiary,yes,no
60,married,primary,no,no
30,single,tertiary,yes,no
57,married,secondary,no,no
38,single,tertiary,no,yes
36,single,tertiary,yes,no
33,single,unknown,yes,yes
55,married,tertiary,no,no
29,single,tertiary,no,no
60,married,unknown,no,no
29,single,tertiary,no,no
29,married,tertiary,no,no
53,divorced,secondary,yes,no
46,married,secondary,no,yes
37,married,tertiary,no,no
42,married,tertiary,yes,yes
32,single,tertiary,no,no
31,married,tertiary,no,yes
34,married,tertiary,no,no
33,married,tertiary,no,yes
29,married,tertiary,no,no
37,married,tertiary,no,yes
31,married,secondary,no,no
53,married,tertiary,no,yes
23,single,tertiary,yes,no
53,married,secondary,no,yes
32,single,tertiary,yes,no
30,single,secondary,no,no
45,married,tertiary,no,no
31,single,tertiary,no,yes
26,single,secondary,no,yes
31,married,secondary,no,no
30,single,secondary,yes,yes
24,single,secondary,no,yes
33,single,tertiary,no,no
56,divorced,unknown,no,no
28,single,tertiary,no,yes
59,married,secondary,no,no
20,single,secondary,no,yes
28,married,secondary,no,no
26,single,tertiary,no,yes
35,married,secondary,yes,yes
32,single,tertiary,no,no
29,single,secondary,no,no
28,single,secondary,no,yes
58,married,secondary,no,no
32,married,tertiary,no,no
30,single,secondary,no,yes
25,single,secondary,no,no
32,married,tertiary,no,yes
33,married,tertiary,no,yes
36,single,tertiary,no,no
31,single,tertiary,yes,no
31,single,secondary,no,no
38,single,secondary,no,no
32,divorced,secondary,yes,no
29,married,secondary,yes,no
38,married,primary,no,yes
52,married,tertiary,no,yes
38,married,tertiary,no,yes
31,single,tertiary,no,no
41,divorced,primary,no,no
34,single,tertiary,no,yes
29,single,secondary,no,yes
26,single,tertiary,no,no
55,single,tertiary,no,no
58,married,primary,no,no
30,single,tertiary,no,yes
56,married,tertiary,no,no
37,married,tertiary,no,no
40,divorced,secondary,no,yes
23,single,unknown,no,no
44,married,tertiary,yes,no
31,single,secondary,no,yes
24,single,primary,no,yes
25,single,tertiary,no,yes
47,single,tertiary,no,yes
34,married,tertiary,yes,no
33,single,unknown,no,yes
34,single,tertiary,yes,yes
47,married,secondary,yes,no
36,single,tertiary,no,yes
25,married,tertiary,no,no
50,married,tertiary,no,yes
31,single,tertiary,no,no
34,single,tertiary,no,yes
31,single,tertiary,no,no
54,divorced,secondary,yes,yes
32,single,tertiary,no,no
38,divorced,secondary,yes,yes
53,married,secondary,no,no
56,married,primary,no,no
47,married,tertiary,no,yes
31,married,secondary,no,yes
36,married,tertiary,yes,yes
58,married,secondary,yes,yes
25,single,secondary,no,no
35,married,unknown,no,yes
43,married,secondary,no,no
28,single,tertiary,no,yes
53,married,primary,no,no
25,single,secondary,no,yes
51,single,tertiary,no,no
52,married,secondary,no,no
57,divorced,unknown,no,no
43,married,secondary,no,no
41,married,secondary,no,yes
46,married,tertiary,no,yes
27,single,primary,yes,no
35,married,tertiary,no,yes
49,single,secondary,no,yes
23,single,secondary,no,no
58,married,unknown,no,no
47,married,primary,yes,yes
25,single,tertiary,no,no
54,married,unknown,yes,no
26,single,unknown,no,no
35,single,tertiary,no,yes
30,single,unknown,no,no
34,married,tertiary,yes,yes
30,married,secondary,no,yes
54,married,tertiary,no,yes
58,married,secondary,yes,no
49,single,unknown,no,no
38,married,secondary,yes,no
31,single,tertiary,no,yes
49,married,secondary,yes,no
57,married,primary,no,no
30,married,secondary,yes,no
41,married,primary,yes,no
39,married,tertiary,no,no
44,married,secondary,no,no
30,single,secondary,no,no
70,married,secondary,no,no
35,married,tertiary,yes,no
55,married,secondary,no,yes
30,single,tertiary,yes,no
25,single,secondary,no,yes
47,married,secondary,yes,no
26,single,secondary,no,yes
85,married,primary,no,yes
39,married,tertiary,no,no
46,married,unknown,yes,no
34,married,tertiary,yes,no
34,single,unknown,no,no
35,married,secondary,yes,no
25,single,secondary,yes,no
55,married,primary,yes,no
35,single,secondary,yes,no
45,married,secondary,yes,no
59,married,primary,no,no
33,married,secondary,no,yes
30,married,secondary,yes,no
36,married,tertiary,yes,no
29,single,tertiary,no,yes
39,married,tertiary,no,yes
45,married,secondary,yes,no
33,single,secondary,no,yes
38,single,secondary,yes,yes
33,single,tertiary,no,yes
58,married,tertiary,yes,yes
32,single,tertiary,no,no
61,divorced,secondary,no,yes
32,single,tertiary,yes,yes
35,married,tertiary,no,yes
32,married,tertiary,yes,yes
41,married,tertiary,no,no
29,married,tertiary,no,no
29,single,secondary,no,no
50,single,secondary,no,yes
31,single,tertiary,no,yes
31,single,tertiary,no,yes
54,married,secondary,no,yes
33,married,tertiary,no,yes
48,married,secondary,no,no
36,single,secondary,no,yes
31,single,tertiary,no,yes
32,single,tertiary,yes,yes
28,single,primary,no,no
34,married,tertiary,no,yes
49,divorced,secondary,no,no
24,single,secondary,no,yes
29,single,tertiary,yes,yes
27,married,tertiary,no,no
40,married,tertiary,no,yes
26,single,tertiary,no,no
28,single,secondary,no,no
29,single,secondary,yes,yes
30,single,tertiary,no,yes
24,single,secondary,no,no
33,married,tertiary,no,no
57,married,tertiary,no,no
31,single,tertiary,no,no
26,married,tertiary,no,no
45,married,secondary,no,yes
37,single,tertiary,no,no
37,single,tertiary,no,yes
29,single,secondary,no,no
36,single,secondary,yes,yes
52,married,tertiary,yes,no
60,married,primary,no,no
27,single,unknown,no,no
27,single,secondary,yes,no
40,married,tertiary,no,no
36,married,tertiary,no,no
40,single,tertiary,yes,yes
50,single,unknown,no,no
34,single,tertiary,yes,no
28,single,primary,no,yes
33,single,tertiary,no,yes
31,single,secondary,no,no
33,married,secondary,no,yes
56,married,tertiary,no,yes
46,married,tertiary,no,no
34,single,tertiary,yes,no
39,married,secondary,no,no
20,married,unknown,no,no
45,married,secondary,yes,yes
33,single,tertiary,yes,no
50,divorced,tertiary,yes,no
25,single,tertiary,no,yes
41,married,secondary,no,yes
38,divorced,secondary,yes,yes
47,married,secondary,no,yes
60,divorced,secondary,no,no
49,married,tertiary,no,yes
34,single,tertiary,yes,no
36,single,secondary,no,yes
36,married,tertiary,yes,no
37,single,secondary,yes,no
42,single,secondary,yes,yes
24,single,unknown,no,no
33,single,tertiary,yes,yes
26,single,secondary,yes,no
49,married,secondary,no,no
25,single,secondary,yes,no
40,married,primary,yes,no
36,married,tertiary,no,yes
28,single,tertiary,yes,no
31,single,tertiary,no,no
30,single,tertiary,yes,no
44,single,secondary,yes,no
52,married,secondary,no,no
33,married,tertiary,no,no
22,single,tertiary,yes,no
60,married,primary,no,no
60,married,secondary,no,yes
33,married,secondary,yes,yes
29,single,tertiary,yes,no
39,married,secondary,no,no
32,single,tertiary,no,no
28,single,tertiary,no,no
45,married,tertiary,no,no
33,married,secondary,no,yes
35,married,secondary,yes,no
33,single,secondary,yes,yes
67,married,unknown,no,no
57,single,secondary,no,no
32,single,tertiary,no,yes
44,married,secondary,yes,no
49,married,tertiary,yes,no
48,married,secondary,yes,yes
28,single,secondary,no,no
48,divorced,tertiary,yes,no
49,married,primary,yes,no
39,married,secondary,yes,no
35,single,secondary,yes,no
28,single,secondary,yes,no
34,single,tertiary,yes,no
28,married,primary,yes,no
47,married,secondary,no,no
42,single,tertiary,no,no
31,single,tertiary,no,no
26,single,secondary,no,no
41,married,tertiary,no,no
44,married,secondary,no,no
29,married,tertiary,no,no
26,single,tertiary,yes,no
22,single,secondary,no,no
36,single,tertiary,no,no
50,married,tertiary,no,no
41,married,tertiary,no,no
57,divorced,primary,no,no
25,single,secondary,yes,no
26,single,tertiary,no,no
36,married,secondary,yes,yes
31,married,secondary,yes,no
32,married,secondary,yes,no
34,married,secondary,no,no
33,married,secondary,yes,no
41,married,secondary,yes,no
36,married,secondary,yes,yes
41,married,secondary,yes,no
19,single,unknown,no,no
33,divorced,secondary,yes,no
40,single,secondary,yes,no
33,married,tertiary,yes,no
59,married,tertiary,no,no
30,single,tertiary,no,no
42,married,tertiary,yes,no
19,single,primary,no,no
51,married,primary,yes,no
45,married,secondary,no,yes
35,married,tertiary,yes,yes
35,married,secondary,yes,no
33,single,tertiary,no,no
33,married,primary,yes,no
28,single,tertiary,no,no
38,divorced,tertiary,yes,yes
31,single,tertiary,no,no
32,married,tertiary,yes,no
30,single,secondary,yes,no
31,married,tertiary,yes,no
33,married,tertiary,no,no
52,married,tertiary,no,yes
35,married,tertiary,no,no
37,married,primary,yes,no
32,single,secondary,no,no
56,married,tertiary,yes,no
30,married,tertiary,no,yes
31,married,secondary,yes,yes
32,married,tertiary,yes,no
28,single,primary,no,no
45,married,secondary,yes,no
34,single,tertiary,yes,no
32,divorced,tertiary,no,yes
31,single,tertiary,yes,no
49,married,secondary,no,no
44,married,unknown,yes,yes
39,single,tertiary,yes,yes
58,married,unknown,no,no
24,single,secondary,no,no
35,single,secondary,yes,no
53,married,secondary,no,no
45,married,primary,yes,yes
32,married,secondary,no,no
28,single,secondary,yes,no
31,married,tertiary,yes,yes
23,single,tertiary,no,no
36,single,secondary,no,no
33,single,tertiary,no,no
32,married,primary,yes,no
55,single,secondary,no,no
34,married,tertiary,yes,no
32,single,secondary,no,yes
26,married,primary,yes,no
32,single,tertiary,no,no
39,single,tertiary,yes,yes
30,single,tertiary,no,yes
63,married,unknown,no,yes
33,married,secondary,yes,no
56,married,primary,no,yes
57,married,tertiary,no,no
30,married,tertiary,no,yes
43,married,secondary,no,no
29,single,secondary,yes,no
38,married,secondary,yes,yes
40,married,secondary,yes,no
31,single,tertiary,yes,yes
36,single,tertiary,yes,no
43,married,secondary,no,no
24,single,unknown,no,no
26,single,secondary,yes,yes
54,married,tertiary,no,no
37,single,unknown,no,yes
46,single,tertiary,yes,no
48,married,secondary,no,no
51,single,tertiary,no,no
34,married,tertiary,no,no
30,married,secondary,no,no
36,married,tertiary,yes,no
29,single,tertiary,no,yes
53,divorced,tertiary,no,no
24,single,secondary,no,yes
25,married,secondary,no,no
34,married,secondary,no,no
39,married,tertiary,yes,no
25,single,secondary,no,no
35,married,secondary,no,yes
57,married,tertiary,no,no
32,single,tertiary,no,no
31,single,secondary,no,no
33,married,tertiary,yes,no
26,single,unknown,no,no
43,married,tertiary,no,yes
32,single,tertiary,no,no
36,single,secondary,yes,yes
41,married,secondary,no,no
25,married,tertiary,yes,no
34,married,primary,yes,no
25,single,secondary,yes,no
27,single,tertiary,no,no
41,divorced,secondary,yes,no
39,married,secondary,no,yes
47,married,secondary,yes,no
30,married,secondary,no,no
33,married,tertiary,yes,no
23,single,secondary,no,no
32,single,secondary,no,no
31,married,secondary,yes,no
38,single,tertiary,no,no
29,single,secondary,no,yes
50,married,tertiary,no,no
59,divorced,secondary,no,yes
31,married,secondary,yes,no
32,single,tertiary,no,no
20,single,secondary,no,no
60,married,tertiary,no,no
46,married,unknown,no,no
28,married,secondary,yes,yes
35,single,tertiary,yes,no
28,single,secondary,yes,no
59,married,primary,yes,no
56,married,primary,yes,no
32,divorced,secondary,no,no
46,single,secondary,yes,no
34,married,secondary,yes,no
55,married,secondary,yes,no
50,married,primary,yes,yes
30,divorced,secondary,yes,no
37,single,tertiary,no,no
28,married,secondary,yes,no
48,married,secondary,yes,no
27,single,secondary,yes,no
38,married,secondary,yes,no
33,single,tertiary,yes,no
40,married,primary,yes,no
35,single,secondary,yes,no
35,married,tertiary,yes,no
40,married,secondary,yes,no
29,married,primary,yes,no
46,married,tertiary,yes,no
42,divorced,secondary,yes,no
38,married,primary,yes,no
33,married,secondary,yes,no
46,married,secondary,yes,no
34,single,tertiary,no,no
35,single,secondary,yes,no
32,single,tertiary,yes,no
33,single,secondary,yes,no
47,single,secondary,yes,no
31,married,secondary,yes,no
34,married,secondary,yes,no
45,married,primary,yes,no
35,single,tertiary,yes,no
24,married,secondary,yes,no
29,single,tertiary,yes,no
46,married,secondary,yes,no
28,married,secondary,yes,no
45,married,secondary,yes,no
26,married,tertiary,yes,no
27,single,secondary,yes,no
43,married,secondary,yes,no
25,single,secondary,yes,no
25,single,secondary,yes,no
26,single,tertiary,yes,no
34,married,tertiary,yes,no
31,divorced,tertiary,yes,no
51,divorced,secondary,yes,no
26,single,tertiary,no,no
31,single,tertiary,yes,no
30,single,tertiary,yes,no
53,divorced,tertiary,yes,no
41,divorced,secondary,yes,no
30,single,tertiary,yes,no
36,married,secondary,yes,no
36,single,secondary,yes,no
45,married,secondary,yes,no
30,married,secondary,yes,no
29,single,secondary,yes,no
40,married,tertiary,yes,no
53,divorced,tertiary,yes,no
47,married,primary,no,no
37,divorced,secondary,yes,no
24,single,secondary,yes,no
46,single,tertiary,yes,yes
30,single,secondary,yes,no
32,single,tertiary,yes,no
36,married,primary,yes,yes
44,divorced,secondary,yes,yes
37,married,secondary,yes,no
33,married,tertiary,yes,no
53,married,tertiary,yes,no
32,single,secondary,yes,no
55,divorced,tertiary,yes,no
35,single,unknown,yes,no
42,married,tertiary,yes,no
35,single,secondary,yes,yes
42,single,secondary,yes,no
52,married,primary,yes,no
43,married,secondary,no,no
46,married,secondary,yes,no
36,single,secondary,yes,no
35,single,tertiary,yes,no
53,divorced,tertiary,yes,no
30,married,secondary,yes,yes
35,married,primary,yes,no
53,divorced,secondary,yes,no
37,married,secondary,yes,no
29,single,secondary,yes,no
41,single,secondary,yes,no
35,married,secondary,yes,no
48,single,secondary,yes,no
32,married,tertiary,yes,no
30,single,tertiary,yes,no
52,married,tertiary,yes,no
58,married,secondary,yes,yes
54,married,primary,no,no
35,married,secondary,yes,no
38,divorced,secondary,yes,no
26,married,tertiary,yes,no
32,single,tertiary,yes,no
51,married,tertiary,yes,no
31,single,secondary,yes,no
41,married,secondary,yes,yes
23,single,secondary,yes,no
57,divorced,tertiary,yes,no
26,single,tertiary,yes,no
59,divorced,primary,yes,no
47,single,secondary,yes,no
25,single,tertiary,yes,no
26,single,secondary,yes,no
22,single,secondary,yes,no
27,single,secondary,yes,no
39,married,primary,yes,no
30,single,secondary,yes,no
27,single,secondary,yes,no
37,divorced,secondary,yes,no
30,single,secondary,yes,no
37,married,tertiary,yes,yes
66,single,secondary,no,no
33,married,secondary,yes,no
35,married,secondary,yes,no
29,single,secondary,yes,no
30,married,secondary,yes,no
30,single,secondary,yes,no
37,married,primary,yes,no
41,married,tertiary,yes,no
32,single,tertiary,yes,no
34,divorced,secondary,yes,no
38,married,secondary,yes,no
33,married,secondary,yes,no
23,single,secondary,yes,no
33,married,tertiary,yes,no
24,single,secondary,no,no
30,married,secondary,yes,no
31,single,secondary,yes,no
29,single,secondary,yes,no
33,divorced,primary,yes,no
34,married,tertiary,no,no
27,single,secondary,yes,no
51,married,primary,yes,no
27,single,secondary,yes,no
27,single,secondary,yes,no
25,single,secondary,yes,no
30,single,tertiary,yes,no
32,single,primary,yes,no
27,single,secondary,yes,no
26,married,secondary,yes,no
38,single,secondary,yes,no
41,married,secondary,no,no
23,single,secondary,yes,no
57,married,secondary,yes,no
34,divorced,tertiary,yes,no
33,single,tertiary,yes,no
40,single,tertiary,yes,no
31,married,tertiary,yes,no
48,divorced,secondary,yes,no
40,single,secondary,yes,no
36,divorced,tertiary,yes,no
28,married,secondary,yes,no
27,single,tertiary,yes,no
39,married,secondary,yes,no
43,married,primary,no,no
39,married,tertiary,yes,yes
28,married,tertiary,yes,no
41,divorced,secondary,yes,no
31,single,secondary,yes,yes
30,single,primary,yes,yes
42,married,tertiary,yes,no
27,married,primary,yes,no
56,divorced,primary,yes,no
46,married,secondary,yes,no
28,married,secondary,no,no
29,married,secondary,yes,no
29,single,secondary,yes,no
30,married,secondary,yes,no
33,single,tertiary,yes,yes
33,single,tertiary,yes,no
34,married,secondary,yes,no
31,single,secondary,yes,no
28,married,secondary,yes,no
31,single,tertiary,yes,no
47,married,secondary,yes,no
39,single,secondary,yes,no
47,married,primary,yes,no
33,married,secondary,yes,no
40,married,secondary,yes,no
31,single,secondary,yes,no
32,single,secondary,yes,no
35,single,unknown,yes,no
51,married,tertiary,yes,no
43,divorced,tertiary,yes,no
33,married,secondary,yes,no
40,married,secondary,yes,no
45,single,secondary,yes,no
36,married,secondary,yes,no
41,married,secondary,yes,no
42,single,secondary,yes,no
47,married,tertiary,yes,no
41,divorced,primary,yes,no
35,married,secondary,yes,no
32,divorced,tertiary,no,no
41,married,primary,yes,no
44,married,secondary,no,no
32,single,tertiary,yes,no
35,married,tertiary,yes,no
37,single,secondary,yes,no
35,married,tertiary,yes,no
30,single,secondary,no,no
37,married,tertiary,yes,no
37,married,primary,yes,no
37,divorced,secondary,yes,no
43,married,secondary,yes,no
33,married,primary,yes,no
54,married,secondary,yes,no
31,single,secondary,yes,no
35,single,secondary,yes,no
53,divorced,secondary,yes,no
44,single,primary,yes,no
56,married,secondary,yes,no
43,married,secondary,yes,no
34,divorced,secondary,yes,no
31,married,secondary,yes,no
54,married,secondary,yes,no
47,married,secondary,no,no
35,married,tertiary,no,no
45,divorced,secondary,yes,no
39,divorced,tertiary,yes,no
35,married,tertiary,no,no
42,married,secondary,yes,no
32,divorced,secondary,yes,no
53,married,primary,yes,no
33,divorced,secondary,yes,no
51,single,secondary,yes,no
44,married,secondary,no,no
41,divorced,tertiary,yes,no
27,single,tertiary,yes,no
35,married,secondary,yes,no
48,single,secondary,yes,no
41,married,tertiary,yes,yes
47,married,secondary,yes,no
43,married,secondary,yes,no
44,married,secondary,yes,yes
27,single,tertiary,yes,no
39,single,secondary,yes,no
25,single,secondary,yes,no
48,married,secondary,yes,no
43,divorced,secondary,yes,no
35,married,secondary,yes,no
50,married,secondary,yes,no
45,married,tertiary,yes,no
46,married,tertiary,yes,no
55,married,secondary,yes,no
39,divorced,secondary,yes,no
45,married,secondary,yes,no
32,married,tertiary,yes,no
46,married,unknown,yes,yes
38,married,secondary,yes,no
33,married,tertiary,yes,no
30,married,tertiary,yes,no
31,married,secondary,yes,no
37,single,tertiary,yes,no
59,married,secondary,yes,no
44,divorced,tertiary,yes,no
34,married,primary,yes,no
30,married,tertiary,yes,no
31,divorced,secondary,yes,no
37,married,secondary,yes,no
48,married,secondary,yes,no
35,married,secondary,yes,no
51,married,unknown,yes,no
30,single,secondary,yes,yes
25,single,secondary,no,no
35,divorced,secondary,yes,no
45,single,secondary,yes,no
48,single,tertiary,yes,no
19,single,secondary,no,no
36,single,secondary,yes,no
39,single,secondary,yes,no
52,married,secondary,yes,no
51,married,primary,yes,no
37,married,tertiary,yes,no
35,married,secondary,yes,yes
42,married,secondary,yes,no
61,divorced,secondary,no,no
24,single,tertiary,yes,no
40,single,secondary,yes,no
43,married,primary,yes,no
43,divorced,secondary,yes,no
42,single,secondary,yes,no
32,married,secondary,yes,no
27,married,secondary,yes,no
28,divorced,secondary,yes,no
53,married,primary,yes,no
38,married,secondary,yes,no
45,married,tertiary,yes,no
43,married,tertiary,yes,no
31,single,secondary,yes,no
41,married,secondary,yes,no
30,single,tertiary,yes,no
29,single,tertiary,yes,no
41,married,unknown,yes,no
34,single,secondary,yes,no
50,married,secondary,yes,no
28,single,tertiary,yes,no
27,single,tertiary,yes,no
35,married,primary,yes,no
42,married,secondary,yes,no
47,married,primary,yes,no
31,single,secondary,yes,no
54,married,primary,yes,no
30,single,secondary,yes,no
36,divorced,primary,yes,no
